"Time","Production_1","Production_2","Production_3","Production_4","Production_5","Production_6","Production_7","Production_8","Production_9","Production_10"
"23","40.50199931482144","30.489436806286445","36.575732300101585","90.8056107149698","36.98299006757316","23.52857068714746","77.55608542651959","80.73099558984802","86.05091082184602","0.0"
"24","44.37196768777913","29.89411919187626","39.715620025426404","93.54650061131447","41.292852078514514","28.99217689249321","78.56033814689582","82.7917449728651","81.12471171038894","0.0"
"25","55.879197046117554","33.6056072011764","47.802559595866065","114.15397729631734","57.06597730738893","42.44491317878592","91.74507092955811","100.32307830768701","93.97386395869364","0.0"
"26","76.22717734994026","30.826634952771606","55.13036155366761","145.94621771941476","90.98973384657353","68.84746903515406","118.76888194694116","124.56837180456455","112.31352707134955","0.0"
"27","58.12984393122916","40.06918643415804","44.55443502153358","114.63441700984657","62.15595034855846","48.310437314882066","98.81177471042483","97.2227789980201","104.70322659112949","0.0"
"28","39.12543203580461","35.82839096136396","39.06524860291407","95.38296103788102","34.073194265348505","15.293893285634098","80.27397648100965","85.41319354118733","87.94167291919898","0.0"
"29","38.5352866244868","24.115275663546363","33.13861249012987","91.7846845318778","39.67260814324695","23.219816350424615","78.23490555654406","82.28620575180904","83.26167102565711","0.0"
"30","37.381902388328854","25.459194084527546","32.73428506512734","90.36091925671354","38.42947332100967","22.577351863339914","77.53464798358472","81.46447778497225","82.05749411664891","0.0"
"31","37.528458564211306","25.591875697131282","32.73627339122102","90.50180199135448","38.42365596681048","22.505896014525405","77.605152436076","81.24026715546181","82.60814050748397","0.0"
"32","37.85355378543531","25.949097356892924","33.32573376731654","91.18078956878244","38.690648860712024","22.79927990037875","77.81730956285726","81.8841091548776","83.1234286015635","0.0"
"33","38.79555518068726","26.17797642175521","33.67940529623586","91.77025549283658","39.01115357498114","23.18261610309709","78.12172628301923","82.35579807204115","83.32969325065332","0.0"
"34","39.090177131026685","25.94296252538814","33.37593939917947","91.96991603730118","39.29524053845945","23.403353655477822","78.24525659248457","82.48589728386203","83.48160245259294","0.0"
"35","38.5831257516578","25.471385757713858","32.67199162502931","91.14321860355363","38.58134050014183","22.445192522323744","77.33819384948418","81.80443048368917","83.43232076915905","0.0"
"36","35.55724707459176","25.232179951962404","30.37439694351483","87.04736509211092","34.20608150728407","18.064432776512618","74.4544457921884","78.38906461537117","82.34132282496006","0.0"
"37","26.453354448765218","22.84757086163999","25.072024622280153","74.33082913775506","22.67628487034156","7.174740629208415","65.74787287815124","68.276882157969","74.83453373037644","0.0"
"38","15.342231880264329","18.84100409529445","22.04358315570213","62.08680526463064","12.023664591793896","0.0","55.63038176399911","61.27011941430452","60.64826172477166","0.0"
"39","27.583464343170867","13.912288552847624","22.786213273861065","78.70062361158529","29.854274037839794","9.773056796853549","70.20318447668001","72.81969766595059","72.04010058558987","0.0"
"40","33.66357980043677","22.93579694956469","28.283056812805114","85.22421792233673","33.8535950158536","18.61407821643686","72.78266933889705","78.0327587878428","77.9905198689472","0.0"
"41","35.82774927597434","23.85501123246046","30.655114046577225","88.02807710929052","36.244539454305034","20.85147440793099","75.25606280049541","79.5885756699995","80.07979342504649","0.0"
"42","37.10953344855529","25.164099446385386","32.151141052711125","89.6639289414376","37.64904794916828","21.810521255572205","77.00657019714782","80.86132654719476","81.61062037576302","0.0"
"43","37.762879760596284","25.657062562850804","32.78076746722791","90.43981428529453","38.30286224766898","22.44539692686439","77.57993353631362","81.42109752148002","82.27832821737483","0.0"
"44","37.90358349284489","25.82614618527376","33.00399719652933","90.68254783147881","38.52128153670779","22.656703892646966","77.78831565897008","81.60677705492171","82.61127745526227","0.0"
"45","37.86446664265004","25.838117809527827","33.03787081793691","90.65060531396726","38.52061755286528","22.675828361531313","77.80888944874599","81.57214008051359","82.86900519090501","0.0"
"46","37.75693110809359","25.82079687795631","33.02519772658002","90.59821270000198","38.49920524961814","22.665277704567465","77.80608443034511","81.51477314250594","83.11642187634322","0.0"
"47","37.845949557582074","25.921733003197957","33.16714364475364","90.74271360885736","38.62937969737371","22.791731653921165","77.92268408030797","81.61675293841944","83.53416646832825","0.0"
"48","38.6598769053308","26.283708506739302","33.70171415420781","91.59373222822067","39.166619299597684","23.383154323340175","78.3534988664548","82.2020888791488","84.19398829557396","0.0"
"49","39.059442343136666","26.231031628794","33.845436736112894","92.24722085824983","39.463600068922226","23.526884109982113","78.3096010657971","82.71042360345635","84.54497757465387","0.0"
"50","34.51281242720971","23.857562065311726","30.600725833921132","87.41620365674258","36.06605546324378","18.923983458556904","76.43431218785933","78.93330477194978","81.55327752456952","0.0"
"51","35.95466864693195","24.078450676350943","30.57912574714595","87.74696161322106","35.83708889135135","20.201929579367537","74.63829408113862","79.79294451988649","80.2362243371569","0.0"
"52","37.406673565187965","24.918832095328497","31.981339218839594","89.9182971766405","37.52650095386791","21.774392130405232","76.64472906229159","81.06670992430622","81.87281546866369","0.0"
"53","38.45058455713167","25.737035455559077","32.966343815227454","91.59802603399172","38.550340072104234","22.709369146691852","77.36096224339191","82.82327439185033","83.67742291621391","0.0"
"54","40.090468851904035","26.143881448150964","33.52562714666197","93.44456618771419","39.135982668520526","23.459377255063757","77.18198911278199","83.87496922243558","85.15983979075075","0.0"
"55","41.60191949802025","26.45348380818456","34.264793707315","94.2767749300313","39.71505239638419","24.19740644707988","79.40691920561518","83.7012275520612","85.55633078001938","0.0"
"56","41.14049469746931","26.87733102478566","34.9311759913491","93.6772647685051","40.14115461211477","24.524829455027067","79.2265727633923","83.31902268548086","84.96074609658692","0.0"
"57","39.20679885923311","27.062841551763558","34.683895399189026","92.62555292946747","40.29259895773961","24.322304964526676","79.17716336726366","83.07857120990607","84.30133375043663","0.0"
"58","38.68301074778844","26.543734838499912","33.74227442048366","92.02846465960425","39.63768836792619","23.913942239156675","78.75595347203537","82.64481564467776","83.93439072342552","0.0"
"59","39.156367343970935","26.168172585498354","33.61273620552345","91.9912642059911","39.37412786493203","23.538601918907574","78.4003454902632","82.41739778961448","83.78586955178488","0.0"
"60","39.10427460308949","26.234990911077087","33.65633875227014","91.94870668232232","39.24925030590889","23.416543117216836","78.25230737745979","82.44690934816761","83.72133235823887","0.0"
"61","39.06578130595233","26.20639580590317","33.61491308160235","91.9109026291373","39.214737686463714","23.365267559795196","78.22595452162749","82.46241412442741","83.74781844525816","0.0"
"62","38.66254825975186","25.896043903611847","33.309379591207914","91.26705637506764","38.6554511574733","22.81887157437835","77.61943028389278","81.9316761206281","83.35227720020873","0.0"
"63","38.46636263788038","25.749082051083583","33.062937210571256","91.16374073548974","38.533208444718156","22.67457174434939","77.63639363254208","82.0115320195557","82.80856474387906","0.0"
"64","38.66924922514279","25.946177273841712","33.24033582654939","91.49311362622966","38.80857447772568","22.944156288004592","77.85759476047224","82.1371068367963","83.5190008665141","0.0"
"65","38.80790451652431","26.10463297499687","33.501397918419876","91.34903110522917","39.08695888131073","23.28423706828016","78.09606516333908","81.73489400391583","83.43850061814571","0.0"
"66","37.95570036143195","26.129149533927183","33.4789248218972","90.45197996207449","39.07280210255915","23.1197879137661","78.13047227847505","81.44726765608887","82.70781054954398","0.0"
"67","36.787299690162854","25.9092151345389","32.93446529419291","89.77956059143871","38.714574970679614","22.67545553371067","77.67566304002654","81.55753093386049","82.37150823178307","0.0"
"68","37.7567534483971","25.452415802917162","32.35406478186409","90.27909039097193","38.1961088734406","22.451665640442144","76.07065804658107","81.75241589331065","82.9245322619182","0.0"
"69","40.038813779303744","25.61522972141368","33.04177778875684","92.6960031764719","38.51365018019972","22.625510923047983","77.20793631703368","82.45877226130887","84.14765074830885","0.0"
"70","41.97545304499394","26.216774922571457","34.39906192674214","94.39361297502064","39.26690162920285","23.594113472827466","78.40988949487343","83.4633243352382","84.97967899819774","0.0"
"71","41.32621226211811","26.588773019638356","35.17607485809838","94.2542693316749","39.30313924305019","23.507589030344676","78.80636588257522","84.20092466105505","85.2686346837896","0.0"
"72","39.49570057684071","27.07710026032801","35.279556369323416","93.45650748915209","39.928427402608136","24.207733149543312","79.97499186411956","84.11997517424093","85.36364022941011","0.0"
"73","39.25933966295304","29.09879224224084","36.045325305022615","93.01034283556204","42.96827577024253","27.28032036154108","82.07699555754779","83.36534887178728","85.1752441881767","0.0"
"74","40.208063959169046","30.800315911722866","35.110049537448475","93.09572383069069","47.59584992806188","33.84000243081531","82.61819962188207","83.08744377970089","84.95918566768013","0.0"
"75","40.348539019519045","26.430010794692297","34.684741303930174","93.23087340891871","39.87521993777247","25.25908525191944","79.35164644821442","83.22213254444071","84.76046840059873","0.0"
"76","39.54376345600204","25.89065582716935","33.96937902441973","92.32355621875945","38.27748339094923","20.29777783354452","78.53198914783485","82.72806609249245","83.97789349608155","0.0"
"77","38.86036462380603","26.11239639388053","33.48015716113132","91.63617063952707","39.12580594281568","23.331766669233673","78.00936267029276","82.2933313249784","83.49600956380401","0.0"
"78","38.93325227927656","26.16026386264851","33.56105720089814","91.77971881054417","39.14144651480399","23.323953097234906","78.17745121956676","82.44661345808844","83.71163552194648","0.0"
"79","38.94422646840397","26.164444891471724","33.551509952095074","91.95269492386625","39.13823762317115","23.36567763666199","78.1642508427391","82.54693829319622","83.91214800670637","0.0"
"80","39.065635795986644","26.16304763142633","33.545186368483144","91.95007995373663","39.157419570087555","23.397397374062834","78.15194443675291","82.49571426508807","83.88864579633119","0.0"
"81","38.265676770989224","26.19725252956734","33.64958998653558","91.23521913328051","39.21505044240133","23.419851360118336","78.24767362867763","82.27316893136113","83.59296595403336","0.0"
"82","37.29625977374249","26.13140793677835","33.2447934694336","90.45848821987462","39.04834507973076","23.218978569334446","77.97412005186484","81.68912106220849","83.21111805809691","0.0"
"83","38.13858643002196","25.679268917362617","32.744383094623714","90.46608852147591","38.48909179297843","22.714178492593657","77.42910827036489","81.14432996354296","82.81812520594747","0.0"
"84","38.99540656104508","24.926296431095828","32.47011404910272","90.93450518676458","37.500939002975606","21.631237185966338","76.59780445185145","81.40127971897415","82.59717913668034","0.0"
"85","38.795993320676615","23.45565760117851","32.06373554278656","91.00378383424626","35.40394843377848","19.328329837014525","75.71594767935858","81.71205905941575","82.36246621457636","0.0"
"86","37.376560372115996","24.69042275794812","31.978791987537257","89.9438045520285","36.251511132251146","20.104508015760405","76.51498315926084","81.18292597849613","81.64839367665806","0.0"
"87","37.425961789167346","25.535822968377527","32.40635168593106","89.99317968918928","38.22999139706061","21.15761319250696","77.0282457690128","81.17237332701127","82.03210914529221","0.0"
"88","38.38591726301013","25.704054277873045","32.98414572220762","91.47189333006811","38.510488314554365","22.671114055971422","77.27448656277987","82.21861615389524","83.89392112152484","0.0"
"89","39.958452566605025","26.01991262217039","33.51909596757484","93.58231051011208","39.0020344897639","23.31241943211445","77.08591150575768","83.45054032498906","85.52729527105024","0.0"
"90","41.59712902459946","26.462723646595226","34.60775453823288","94.41888113657537","39.65290352016738","23.965494909649518","78.6265695019034","83.8710570388425","85.47922268130196","0.0"
"91","41.31785088012661","27.085679325017843","35.305070029049176","93.65112980260565","39.795105489104394","24.21028767776453","78.89070098348084","83.6128187859701","84.72313717854128","0.0"
"92","39.47453857037522","27.52951986958159","34.85280855952412","92.73823791511911","41.364509369777096","25.75348699088394","79.98725881127348","83.27313356754274","84.46520552644745","0.0"
"93","38.77786954305572","27.307999884397763","34.00936702132218","92.33967491203437","42.21364686505446","27.141728966424594","81.13824615792784","82.86504811915614","84.42836962313645","0.0"
"94","39.43030362816851","26.255885662769117","34.18989629325924","92.16051685987583","39.22749806887438","22.87245938263457","78.70647590323182","82.56354940466197","84.21568020975236","0.0"
"95","39.16678672934473","26.259674327995018","33.72418578675443","91.98433639318472","38.94867729500867","22.797112182345224","78.22216404128095","82.35891721403317","83.6500478204414","0.0"
"96","38.99590157243868","26.18107431674083","33.57492491258279","91.89527406891148","39.20186601063222","23.35526144316251","78.16566794019444","82.43219926889974","83.54347270303556","0.0"
"97","39.07023090145293","26.099465520596052","33.38748617697826","91.91733976135697","39.09387237590611","23.3151854318554","78.01757273965558","82.45536381802354","83.6488859359341","0.0"
"98","38.885948967675134","26.073250800149648","33.391974524625596","91.84396467992508","39.06057122440814","23.25471619902646","78.01216743872486","82.4023177773335","83.71637543345187","0.0"
"99","38.96807263860631","26.094890092528484","33.48418157208675","91.85810178712795","39.079223033027176","23.291848702971098","78.08858012151101","82.39519086468482","83.76466817433773","0.0"
"100","38.9457502548146","26.168348516793994","33.59295903182991","91.4887635587515","39.17512618996035","23.378335648276337","78.17662884287705","82.17797120791124","83.30846389318002","0.0"
