"Time","Material_1","Material_2","Material_3","Material_4","Material_5","Material_6","Material_7","Material_8","Material_9","Material_10"
"84","11.786556371745544","12.31777348992693","1.8481486639863374","2.9463091770422873","13.160796119653716","4.095108919542893","12.116172870207158","22.83438691779922","15.028408953917234","0.0"
"85","11.904044657844956","12.52060051873721","1.7898905178929745","2.943553958208304","13.560177451153601","4.544711945117392","12.044340437104736","22.66478106642951","14.97477514950057","0.0"
"86","12.403126178570876","11.286152867721837","1.620932053400558","3.40146317352429","12.255731640636538","2.9791545325892925","11.137050221182237","22.947260930805648","15.07987632728754","0.0"
"87","12.177320076276876","10.76739568794395","1.3952983991130996","2.9778983305523776","10.90566438547334","1.6986135255259658","10.722608884822817","22.55994965503866","14.567925681976988","0.0"
"88","11.83564779616392","10.712987292287945","1.102550466323387","2.1027934529943444","10.723598738205009","0.650639540068794","10.484124710302655","21.83973866123018","13.683416022678099","0.0"
"89","11.417677734926396","10.597951285272657","0.8996930542589942","1.410215608510639","10.483768542999677","0.3715875195342309","10.663649612114192","21.59098251141018","13.38540474778793","0.0"
"90","11.14508847172014","10.411653336756826","0.5099420490154991","1.5800799374662284","10.24508004470818","0.1303051010383754","10.450788341225596","22.052553265998338","13.932427231428072","0.0"
"91","11.720318088661047","10.258867400513111","0.5071785435121527","2.7607870809453052","10.401007582815357","0.26656962221463726","10.505933901492792","22.799884728371044","14.678760769391129","0.0"
"92","12.616964927646205","10.317439575306967","1.003664794242428","3.570595595187492","10.582648274294973","0.35787385747239747","10.73003410417001","23.130413714060186","14.942203571062407","0.0"
"93","13.001161664129466","10.79050283693408","1.6626707399361482","4.167825725713682","10.672601017876586","0.3353180879509387","10.670336728127896","23.31976285540352","15.34083720129287","0.0"
"94","12.68963279478405","11.153277981703198","1.5018304292125508","3.9543603524458404","11.578733551224708","1.7437421178134114","11.003999716621719","23.27375194044107","15.251219469000734","0.0"
"95","12.71024912976216","11.084204159762162","1.599483696155526","3.6383726716129066","11.568690432936972","1.7332409424474613","11.147280276434028","23.187369901980386","15.185515319580581","0.0"
"96","12.744256054089409","11.105865726654017","1.6455588824230851","3.653564333097515","11.475031433121366","1.5041591568856303","11.142127400120284","23.0661241277107","15.155350506297554","0.0"
"97","12.697407226010778","11.126965261661603","1.7002056258341272","3.665117942161754","11.510266170689174","1.513723635598911","11.180295164425132","23.038417294827106","15.105202065993545","0.0"
"98","12.758537679205205","11.097750585237343","1.613081234532188","3.7069900231491504","11.47873481089478","1.5115995650502736","11.109015140445305","23.06773541494405","15.063873004519643","0.0"
"99","12.686831906965518","11.061000209620671","1.5202664668814516","3.7002459248460773","11.436379542642195","1.4603652620664744","11.022490646967185","23.08160394332249","15.03347901455462","0.0"
"100","12.684034584337299","11.015879763987524","1.4560672194660487","3.840687145066071","11.381165822217394","1.407503858732698","10.959695370676071","23.174090796751134","15.173685752446762","0.0"
