variable,index,value
QG,CNAFO,0.04141881025801162
QG,CNALM,0.2517968092319076
QG,CNAHI,0.021464332330948202
QG,CNASE,4.4590436766903645
QH,CAGEX.HSHHLD,0.07996979410854911
QH,CAGFO.HLSUPP,0.06132582657659273
QH,CAGFO.HLSLOW,0.021781650749496652
QH,CAGFO.HSHHLD,0.4031245068854372
QH,CAGFO.HURBUPP,0.1348392545719581
QH,CAGFO.HURBLOW,0.27192421509084286
QH,CAGOT.HLSUPP,0.36251357995517225
QH,CAGOT.HLSLOW,0.014185865624050324
QH,CAGOT.HSHHLD,0.36348983390115736
QH,CAGOT.HURBUPP,0.05241697175650748
QH,CAGOT.HURBLOW,0.17631870831719507
QH,CNAFO.HLSUPP,1.7591687561570695
QH,CNAFO.HLSLOW,0.023072911634007487
QH,CNAFO.HSHHLD,0.2523463518209887
QH,CNAFO.HURBUPP,2.0599808689516808
QH,CNAFO.HURBLOW,0.5507965011307552
QH,CNALM.HLSUPP,2.624130470598866
QH,CNALM.HLSLOW,0.030557910347940618
QH,CNALM.HSHHLD,0.3844457869519041
QH,CNALM.HURBUPP,3.6728380699841714
QH,CNALM.HURBLOW,0.7211207753995723
QH,CNAHI.HLSUPP,0.11543789677904785
QH,CNAHI.HLSLOW,0.002304939627975848
QH,CNAHI.HSHHLD,0.01233955655423845
QH,CNAHI.HURBUPP,0.4069567904651327
QH,CNAHI.HURBLOW,0.07211471296522955
QH,CNASE.HLSUPP,2.281176286755241
QH,CNASE.HLSLOW,0.009833281249924823
QH,CNASE.HSHHLD,0.2497842468809586
QH,CNASE.HURBUPP,2.6942414345769317
QH,CNASE.HURBLOW,0.31389120361155454
QINT,CAGEX.ANAFO,0.34298777696633664
QINT,CAGEX.ANALM,1.1347598872669926
QINT,CAGEX.ANASE,0.008310245045602595
QINT,CAGFO.ANAFO,0.2445569063715308
QINT,CAGOT.AAGEX,0.008082502055155958
QINT,CAGOT.AAGOT,0.24429602104172274
QINT,CAGOT.ANAFO,0.8229799015768595
QINT,CAGOT.ANALM,0.14399594063436266
QINT,CAGOT.ANASE,0.09245614191621077
QINT,CMINE.AMINE,0.09242681444249842
QINT,CMINE.ANAFO,0.040946405396893266
QINT,CMINE.ANALM,0.9589745293039076
QINT,CMINE.ANAHI,0.3161708151113321
QINT,CMINE.ANASE,0.11891028609401316
QINT,CNAFO.AAGEX,0.07298869493883899
QINT,CNAFO.AAGFO,0.02435632215702268
QINT,CNAFO.AAGOT,0.34014894726653916
QINT,CNAFO.ANAFO,0.26461992792160377
QINT,CNAFO.ANALM,0.041481772203301896
QINT,CNAFO.ANASE,0.15676081853500615
QINT,CNALM.AAGEX,0.45537884327605505
QINT,CNALM.AAGFO,0.22126406383714423
QINT,CNALM.AAGOT,0.14975762223237477
QINT,CNALM.AMINE,0.5234772182861607
QINT,CNALM.ANAFO,0.42187167447171114
QINT,CNALM.ANALM,3.162292653662099
QINT,CNALM.ANAHI,1.5288602512846843
QINT,CNALM.ANASE,4.073236089900115
QINT,CNAHI.AAGEX,0.039059417407497805
QINT,CNAHI.AAGFO,0.010710234205834166
QINT,CNAHI.AAGOT,0.031262550187483897
QINT,CNAHI.AMINE,0.04908020297404293
QINT,CNAHI.ANAFO,0.027736730534944985
QINT,CNAHI.ANALM,0.09561404151293268
