variable,index,value
QINT,CNAHI.ANAHI,0.29418737444202775
QINT,CNAHI.ANASE,0.29585398480128655
QINT,CNASE.AAGEX,1.3636880607895305
QINT,CNASE.AAGFO,0.19210283980258352
QINT,CNASE.AAGOT,0.4649011484251692
QINT,CNASE.AMINE,0.34761272836532
QINT,CNASE.ANAFO,1.2878453521087956
QINT,CNASE.ANALM,2.2308806885933916
QINT,CNASE.ANAHI,0.39333154797923353
QINT,CNASE.ANASE,2.073971492082517
QINTA,AAGEX,1.9502806724905757
QINTA,AAGFO,0.44606025289955453
QINTA,AAGOT,1.217028723924024
QINTA,AMINE,1.0228387775578633
QINTA,ANAFO,3.403148916145608
QINTA,ANALM,7.955568061559296
QINTA,ANAHI,2.4200218826819215
QINTA,ANASE,6.7948138795621595
QINV,CAGOT,-0.028583472650921822
QINV,CNAFO,-0.15643570660264788
QINV,CNALM,2.5856473868740695
QINV,CNAHI,2.616399510695152
QINV,CNASE,0.3121574954812427
QM,CAGEX,0.018032519646515754
QM,CAGFO,0.031674011158946754
QM,CMINE,0.12250155328613808
QM,CNAFO,0.1740291259910793
QM,CNALM,8.217773471651022
QM,CNASE,0.47950746288529544
QQ,CAGEX,1.5951190933325354
QQ,CAGFO,1.1162372189934906
QQ,CAGOT,2.210265901710981
QQ,CMINE,1.5404417052945794
QQ,CNAFO,5.26462818729235
QQ,CNALM,20.525332798700383
QQ,CNAHI,4.084831257289666
QQ,CNASE,18.543708746913182
QVA,AAGEX,2.3973659361182316
QVA,AAGFO,0.7525525210309272
QVA,AAGOT,0.883955732731809
QVA,AMINE,1.1978275517970112
QVA,ANAFO,1.906547260065274
QVA,ANALM,5.344601082600489
QVA,ANAHI,1.454975255176129
QVA,ANASE,12.343143858991631
QX,CAGEX,4.456043819053016
QX,CAGFO,1.1756512002993562
QX,CAGOT,2.2364276376210372
QX,CMINE,2.3119238832378026
QX,CNAFO,5.266562093356899
QX,CNALM,13.794731363346418
QX,CNAHI,4.084831257289666
QX,CNASE,19.65061870063546
QXAC,AAGEX.CAGEX,4.456043819053028
QXAC,AAGFO.CAGFO,1.1756512002992183
QXAC,AAGOT.CAGOT,2.2364276376210372
QXAC,AMINE.CMINE,2.3119238832374926
QXAC,ANAFO.CNAFO,5.26656209335702
QXAC,ANALM.CNALM,13.794731363346417
QXAC,ANAHI.CNAHI,4.084831257289644
QXAC,ANASE.CNASE,19.650618700635455
TABS,,29.658390589571997
TRII,HLSUPP.ENTR,5.350341225966455
TRII,HSHHLD.HURBUPP,0.07851148555983799
TRII,HSHHLD.HURBLOW,0.17648780403304973
TRII,HURBUPP.ENTR,3.2022614089596972
WALRAS,,3.1588915372436537e-12
WF,LABUSKLS,0.36563804654305193
WF,LABUSKF,1.0925048027268398
WF,LABUSKIF,0.836031400201215
WF,LABSK,30.819847538488386
WF,CAPLSC,0.9776275130071114
