"Time","Material_1","Material_2","Material_3","Material_4","Material_5","Material_6","Material_7","Material_8","Material_9","Material_10"
"84","12.116252767667012","10.628726032064968","1.2785819857812366","3.1288486782533225","11.48084838209769","0.9105686465825477","10.322161501008909","22.397409357581683","14.831388918698977","0.0"
"85","12.825234784102673","10.420446881385377","0.8535725778888382","2.1934424149360408","10.495510282864688","0.38789071798723973","10.392792765393185","22.09993202402961","14.697828253111602","0.0"
"86","12.445342138422884","10.209854216556483","0.38875361550831006","2.2352369034628845","10.204378635473075","0.13649388186947742","10.432147762408015","22.566822319741664","14.68446739372613","0.0"
"87","12.239599412664555","10.255004411771486","0.4230550162676025","2.657382236780808","10.138126666868958","0.13144320718642832","10.546212111350725","22.659040709927247","14.710837443890213","0.0"
"88","12.071144864271263","10.589860499196753","1.091532689100032","2.961144680240489","10.310153830433148","0.18378936838533227","10.654282577652927","22.523091637646974","14.720237276374183","0.0"
"89","12.216679218512976","10.816002396657305","1.5814794198684774","3.281986678608281","10.76364904551479","0.20696646322397666","10.318326269258248","22.585820935174006","14.75448129690636","0.0"
"90","12.469651524163313","10.75294597384638","1.3833624526670691","3.218070184725808","11.093324185358048","0.882848194573224","10.951341879527458","22.762238236234978","14.927613505871712","0.0"
"91","12.599452598963339","10.795556338266648","1.4193397491717494","3.1635506915438003","10.930122914971518","0.9359049131889609","11.076732293287236","22.92631254327622","14.864258095271397","0.0"
"92","12.537281645433003","10.815428186833818","1.4251477092483167","3.2113292173740073","10.944965926438758","0.8084478251239915","10.997038804631703","22.91890106171383","14.603512629908389","0.0"
"93","12.487833994591512","10.811345053264029","1.4051529432327678","3.1880144185793258","10.940827898548465","0.7900548834540461","10.96524129915683","22.88086616979512","14.516049402498004","0.0"
"94","12.734475974244658","10.803515122705189","1.403096104018343","3.174855744834618","10.931874283512013","0.7938891991278558","10.971564827808084","22.837920005389616","14.563364900578652","0.0"
"95","12.438515769816185","10.837728293839223","1.4035543482872002","2.962378375185154","10.919040441113841","0.8220415411377568","10.991392145428243","22.758429081178946","14.60900781412815","0.0"
"96","11.86340857820191","10.797949363820187","1.3367293189601037","2.9707142830143685","10.858812721663737","0.8048917086159236","10.96125643856439","22.811810229322994","14.552849270285293","0.0"
"97","11.620814421968364","10.804109878689935","1.4208557487908213","3.148830330652759","10.883771086266684","0.7808570096291867","10.898842367796497","22.71095110800008","14.398698953189852","0.0"
"98","11.957917716663868","10.866767492378269","1.626366935858137","3.041578352322505","11.052791348507194","0.813588860051095","10.96090678876519","22.641742686331916","14.287706977747096","0.0"
"99","12.450964819217395","10.793676961236153","1.401365465798234","2.7923704992902176","11.093332384984656","0.8954645668352352","11.185113690927004","22.746780310136547","14.322398420651007","0.0"
"100","12.495220783386088","10.549760296469506","0.7086482425194588","2.7303828188174797","10.899313351985496","1.0034589279032433","11.16363136764976","22.91697264010294","14.490773346840637","0.0"
