"Time","Material_1","Material_2","Material_3","Material_4","Material_5","Material_6","Material_7","Material_8","Material_9","Material_10"
"61","12.81978900040175","11.192115337614405","1.7820554334477285","4.003127069533899","11.438675033051668","1.4069798714995665","11.340546626574401","23.39526247014058","15.457495191798653","0.0"
"62","12.825103275616344","11.183938361351155","1.776011998476993","4.09326717599663","11.46596555898634","1.4012024349293937","11.325419866778688","23.364219187319605","15.234361571717708","0.0"
"63","12.808636809704577","11.180121259966315","1.7680743294608106","3.925767542516934","11.428010390863276","1.3838550243722563","11.257822378333803","23.37672121964317","15.321393729939809","0.0"
"64","12.645763738061586","11.123375693152873","1.7193050352193433","3.6962475531994583","11.351626868642715","1.3401465192035151","11.194409759041285","23.150305095082373","15.163578513046968","0.0"
"65","12.612671913005356","11.073353092970928","1.6537150253196127","3.7274440674068505","11.267917068166534","1.2390884432968865","11.126737291878783","23.13956308088663","14.901392673474462","0.0"
"66","12.71731092300503","11.040291528138892","1.595711161748528","3.795732664409959","11.226358128378747","1.1932891126323315","11.093963327033467","23.219580839490547","14.901280014687583","0.0"
"67","12.68318331614191","11.115651779302196","1.7124308653546902","3.6316473249977532","11.296066254662371","1.26864754786047","11.109009381556838","23.1190006679505","14.971809493065095","0.0"
"68","12.270995121879425","11.226104118720107","1.7493959974285342","3.2851039358241994","11.41571274696694","1.4485368998511579","11.396895339484608","22.83604342835356","14.919623602397156","0.0"
"69","11.67112997224392","11.085673489573978","1.4391835098611745","2.961628176500062","11.434291388588623","1.581275806242146","11.382203389880264","22.641734129867842","14.797241827473602","0.0"
"70","11.548962829174569","10.622688639896303","1.0132015066064821","2.645367795087397","10.761768641130578","0.9719983015259032","10.460118608598776","22.521573262985026","14.579504652333037","0.0"
"71","11.764134422122567","10.519217399589229","0.8460493806776128","2.124743262551627","10.538962219910475","0.35896219209989677","10.236036666429403","22.04371373354497","14.073120417244638","0.0"
"72","11.889122217016306","10.269091220904023","0.47523300119516576","1.957145006678164","10.257829450922273","0.1499056140826714","10.263284538256444","21.925533612700484","13.765440004219936","0.0"
"73","11.789533470894924","10.250668695534054","0.47645534792077043","2.259047827336854","10.271367935951229","0.24561751798021497","10.310072451940835","22.301779924734674","13.983055628897132","0.0"
"74","11.665805924683578","10.579363049130379","0.8488547597718353","2.5177706037676892","10.693568574971994","0.5995124143736251","10.621048183811958","22.577055864318186","14.240062295418934","0.0"
"75","11.938990728364532","10.613334911395489","1.239065520870254","2.951650461640068","10.629482035430975","0.5457633800006061","10.563961232503615","22.71942579748326","14.519023442594612","0.0"
"76","12.6230474932424","10.943694043940567","1.6998986822255766","4.359510208255323","11.127570707104631","0.657973227032505","10.84528018629726","23.306182830314825","15.440939611236887","0.0"
"77","12.62252219250718","11.138988977566068","1.4458692361118628","3.9391799187430157","12.028133195172078","2.939561758620226","11.176631553863276","23.22819851071311","15.286061684290866","0.0"
"78","12.553475524296745","11.153022165564105","1.560552845983147","3.619643197509103","11.829039077070258","2.8912717598813678","11.401623434603092","23.257817889229923","15.185349416730306","0.0"
"79","12.500373135488356","11.158699331421879","1.6547642764392807","3.570896383552178","11.724706048814705","2.3981428546586945","11.330336953476028","23.1701755775659","15.162974069907557","0.0"
"80","12.444238887368376","11.134180173661392","1.591757066707178","3.475208201335812","11.705942202468732","2.3856214248944974","11.250754154492522","23.03892402154014","15.064904807439081","0.0"
"81","12.473237051460623","11.127245625740814","1.5848726941588551","3.4571384726838548","11.683543665719103","2.3623123494209635","11.240509319221712","23.032372935588523","15.042461461870525","0.0"
"82","12.494778697753288","11.078568279922383","1.4790255594231625","3.522496451011901","11.64432636743906","2.34400975835197","11.214282070670647","23.089671933882364","15.05320331323891","0.0"
"83","12.479344332541798","11.054068992590562","1.511906891305344","3.6289048476660595","11.617237004061758","2.3274463254007554","11.183910781937406","23.18192257140042","15.11827730896162","0.0"
"84","12.5162303325308","11.11438477231291","1.602400845074699","3.616285767383326","11.675748237915624","2.379222229938464","11.187196580492959","23.14068900260534","15.16478283156939","0.0"
"85","12.626875420236672","11.119504629375136","1.5102849994550787","3.456780055429241","11.754193414445226","2.5240499106824448","11.342520725455639","22.974113653184258","15.03305322223501","0.0"
"86","12.583135299989387","11.056791454102987","1.239531724500349","3.1828910636762964","11.8289956335465","2.775695406201203","11.2921489285747","22.8822472333409","14.834278324182977","0.0"
"87","12.190879300435371","11.07217948230042","1.1141769636756442","2.985896357175185","11.9623214447665","2.9624525411001166","11.407208133784565","22.84364733658446","14.774165139746","0.0"
"88","11.777470668962978","10.740812108954856","1.3259043282604415","3.0803999853276567","10.809543174830837","0.7815836523906037","10.642510791661365","22.85716661339972","14.891890336878703","0.0"
