"Asset","","Liability",""
"Products","2.908123206416284e-2","",""
"Products","2.9606495732718986e-2","",""
"Products","3.0138806419840826e-2","",""
"Products","3.053329214518201e-2","",""
"Products","3.0917571264204306e-2","",""
"Products","4.135337794042848e-3","",""
"Products","7.37873134346817e-3","",""
"Products","2.567249191750265e-2","",""
"Products","2.9712814732700765e-2","",""
"Products","4.190172554076399e-2","",""
"Products","4.5801516142061155e-2","",""
"Products","5.405196865693507e-2","",""
"Products","5.744036272723704e-2","",""
"Products","6.310499115867885e-2","",""
"Products","6.588826029621402e-2","",""
"Products","6.982634768155341e-2","",""
"Products","7.203612519478647e-2","",""
"Products","7.480329321872647e-2","",""
"Products","7.651931330109984e-2","",""
"Products","7.848117083259362e-2","",""
"Products","7.979376569790736e-2","",""
"Products","8.11949382316296e-2","",""
"Products","8.218831624434908e-2","",""
"Products","8.31950215700305e-2","",""
"Products","8.394107249520266e-2","",""
"Products","8.466782069888727e-2","",""
"Products","1.5392078026930656e-3","",""
"Products","4.793178918644392e-3","",""
"Products","2.3146600171351422e-2","",""
"Products","2.7200099517800946e-2","",""
"Products","3.942876149440952e-2","",""
"Products","4.334127031426696e-2","",""
"Products","5.16186296733354e-2","",""
"Products","5.501807416676574e-2","",""
"Products","6.0701176406073615e-2","",""
"Products","6.34935224989481e-2","",""
"Products","6.744445299846458e-2","",""
"Products","6.966143716359013e-2","",""
"Products","7.243762963300358e-2","",""
"Products","7.415924609750146e-2","",""
"Products","7.612750175016694e-2","",""
"Products","7.744437732438171e-2","",""
"Products","7.885011944152645e-2","",""
"Products","7.984673711502287e-2","",""
"Products","8.085672556527093e-2","",""
"Products","8.16052095540794e-2","",""
"Products","8.233432787026905e-2","",""
"Products","1.4877492076969812e-2","",""
"Products","1.764099700734706e-2","",""
"Products","3.322803466948607e-2","",""
"Products","3.6670556156082695e-2","",""
"Products","4.705601030625478e-2","",""
"Products","5.0378792556588045e-2","",""
"Products","5.7408517989635616e-2","",""
"Products","6.0295569327756135e-2","",""
"Products","6.512206611462176e-2","",""
"Products","6.749352608095113e-2","",""
"Products","7.084893876896363e-2","",""
"Products","7.273176024549818e-2","",""
"Products","7.508950139973375e-2","",""
"Products","7.655162120406195e-2","",""
"Products","7.822320464270109e-2","",""
"Products","7.93415895423582e-2","",""
"Products","8.053544626459572e-2","",""
"Products","8.138184525520226e-2","",""
"Products","8.223959966549199e-2","",""
"Products","8.287526578847987e-2","",""
"Products","8.349448519755437e-2","",""
"Products","9.292418761453813e-3","",""
"Products","1.0001468417968451e-2","",""
"Products","5.937106353075439e-2","",""
"Products","6.510507704243162e-2","",""
"Products","9.744671810449101e-2","",""
"Products","0.10458962727539023","",""
"Products","0.12613847046550575","",""
"Products","0.13303293195289745","",""
"Products","0.14761895282749674","",""
"Products","0.1536093135442759","",""
"Products","0.16362384164425883","",""
"Products","0.1685443986278289","",""
"Products","0.17550656521262475","",""
"Products","0.17941324316490653","",""
"Products","0.18430533490022746","",""
"Products","0.18733909634513987","",""
"Products","0.19080747518323893","",""
"Products","0.19312801894381734","",""
"Products","0.19560515965687797","",""
"Products","0.1973613581688697","",""
"Products","0.1991411181115484","",""
"Products","0.20046006569029595","",""
"Products","0.20174488788040013","",""
"Products","2.3020798958813815e-2","",""
"Products","2.4138007758765956e-2","",""
"Products","0.10192684927403473","",""
"Products","0.11096160588312742","",""
"Products","0.16192047711486757","",""
"Products","0.17317514994176797","",""
"Products","0.20712842781777724","",""
"Products","0.21799163586215747","",""
"Products","0.24097399345318155","",""
"Products","0.2504126617010816","",""
"Products","0.2661919799865822","",""
"Products","0.27394501977143515","",""
"Products","0.2849149068596104","",""
"Products","0.29107043553081235","",""
"Products","0.2987786242545155","",""
"Products","0.3035587483865388","",""
"Products","0.30902367424971083","",""
"Products","0.3126800221303126","",""
"Products","0.31658311085891905","",""
"Products","0.31935025225755254","",""
"Products","0.3221545180528983","",""
"Products","0.3242327082021659","",""
"Products","0.32625712893128267","",""
"Products","3.872888515082629e-2","",""
"Products","3.9601894620306166e-2","",""
"Products","0.10038767023638706","",""
"Products","0.1074476120826422","",""
"Products","0.1472679065220816","",""
"Products","0.15606253589900254","",""
"Products","0.1825943151571644","",""
"Products","0.19108304602207393","",""
"Products","0.20904192588835863","",""
"Products","0.21641749249376097","",""
"Products","0.22874777150621017","",""
"Products","0.23480615387813433","",""
"Products","0.24337824590929358","",""
"Products","0.24818830072989978","",""
"Products","0.2542116355739158","",""
"Products","0.2579469214205894","",""
"Products","0.26221732521472413","",""
"Products","0.26507446952974967","",""
"Products","0.2681244221426129","",""
"Products","0.2702867224964502","",""
"Products","0.27247803260605447","",""
"Products","0.2741019724948226","",""
"Products","0.2756838958692648","",""
"Products","1.0602807795837443e-2","",""
"Products","1.1347212012236318e-2","",""
"Products","6.317846932600146e-2","",""
"Products","6.919839170215758e-2","",""
"Products","0.10315264876400915","",""
"Products","0.1106517170303567","",""
"Products","0.13327502670409647","",""
"Products","0.14051325921091723","",""
"Products","0.1558265669482617","",""
"Products","0.1621156184930517","",""
"Products","0.1726294900936595","",""
"Products","0.17779539544758405","",""
"Products","0.18510470895729503","",""
"Products","0.18920618133473896","",""
"Products","0.19434220210876288","",""
"Products","0.19752723269435157","",""
"Products","0.20116855152654906","",""
"Products","0.20360480203168813","",""
"Products","0.2062054577124887","",""
"Products","0.2080492236369451","",""
"Products","0.2099177258100291","",""
"Products","0.2113024386344814","",""
"Products","0.2126513245132269","",""
"Products","6.745545620464516e-2","",""
"Products","8.227430935628555e-2","",""
"Products","0.14105033593361616","",""
"Products","0.17158179260462647","",""
"Products","0.21458204092923452","",""
"Products","0.23916455310418333","",""
"Products","0.26947794583571794","",""
"Products","0.288520564659951","",""
"Products","0.3100374923528604","",""
"Products","0.32457588684268157","",""
"Products","0.3399585662253812","",""
"Products","0.3509466486057776","",""
"Products","0.36200749702552903","",""
"Products","0.3697927831269685","",""
"Products","0.3761679321053651","",""
"Products","0.38172859706645684","",""
"Products","0.38641388058158893","",""
"Products","0.39048817938201524","",""
"Products","0.3939348799494275","",""
"Products","0.39692183232185135","",""
"Products","0.39945628995012283","",""
"Products","0.40164690056038854","",""
"Products","0.40350994178884453","",""
"Products","0.4051169791189199","",""
"Products","0.40648612519781735","",""
"Products","0.40766530987571115","",""
"Products","0.4086712981129629","",""
"Products","0.40953668564443807","",""
"Products","0.410275731859962","",""
"Products","0.41091090976095535","",""
"Products","0.10125537705695487","",""
"Products","0.22640455170427265","",""
"Products","0.44123253393078626","",""
"Products","0.6162517626041699","",""
"Products","0.7841071877060732","",""
"Products","0.9164747104631992","",""
"Products","1.038773926728005","",""
"Products","1.136938737531223","",""
"Products","1.2260305607207296","",""
"Products","1.2986426478752058","",""
"Products","1.363662696300358","",""
"Products","1.4172802023773066","",""
"Products","1.4647994519126282","",""
"Products","1.502441724400235","",""
"Products","1.5305357424548924","",""
"Products","1.5572173543828687","",""
"Products","1.5780989623374972","",""
"Products","1.5974777658176795","",""
"Products","1.6129696646146423","",""
"Products","1.6270802464791125","",""
"Products","1.6385451323565303","",""
"Products","1.6488394162945768","",""
"Products","1.6573082230852407","",""
"Products","1.6648295426444921","",""
"Products","1.6710763733773648","",""
"Products","1.6765780159789114","",""
"Products","1.6811809048967148","",""
"Products","1.6852087899320116","",""
"Products","1.6885975920556615","",""
"Products","1.6915485261222207","",""
"Products","9.090205701534737","",""
"Products","10.57254850985446","",""
"Products","8.380238741443154","",""
"Products","7.923291972793399","",""
"Products","6.27271874441543","",""
"Products","5.768414013542017","",""
"Products","4.64850759300991","",""
"Products","4.204187504836443","",""
"Products","3.4369498266196077","",""
"Products","3.0693811341344452","",""
"Products","2.537002749463922","",""
"Products","2.243857375967509","",""
"Products","1.837866577847469","",""
"Products","1.5277026466708432","",""
"Products","1.3356808244795464","",""
"Products","1.1241684047895664","",""
"Products","0.9785756991291523","",""
"Products","0.8270979546980113","",""
"Products","0.7173350771654865","",""
"Products","0.6082489040679877","",""
"Products","0.5260441222976151","",""
"Products","0.4471482610775652","",""
"Products","0.38588216735484265","",""
"Products","0.32862751929857714","",""
"Products","0.2831319632059499","",""
"Products","0.2414716850781024","",""
"Products","0.20777872833832728","",""
"Products","0.17740243407135847","",""
"Products","0.1525011377971156","",""
"Products","0.13031673623788662","",""
"Products","0.5090391624731608","",""
"Products","0.6356460066574272","",""
"Products","1.1536494664152865","",""
"Products","1.4246846717967303","",""
"Products","1.8069246507770031","",""
"Products","2.025492507251986","",""
"Products","2.2950229929225636","",""
"Products","2.4643404027777125","",""
"Products","2.655658186506189","",""
"Products","2.7889211391477193","",""
"Products","2.928829417859946","",""
"Products","3.0442020327359383","",""
"Products","3.1464525938009333","",""
"Products","3.227450158361503","",""
"Products","3.28790206232009","",""
"Products","3.3453147912006527","",""
"Products","3.390247237535848","",""
"Products","3.431945992215355","",""
"Products","3.4652810166462977","",""
"Products","3.495643762837175","",""
"Products","3.5203135761267266","",""
"Products","3.542464521667445","",""
"Products","3.5606874577301997","",""
"Products","3.5768716178868445","",""
"Products","3.5903133694645857","",""
"Products","3.602151646549692","",""
"Products","3.6120560111817395","",""
"Products","3.620723098916845","",""
"Products","3.6280150263341375","",""
"Products","3.6343647617985946","",""
"Products","0.3751828294090682","",""
"Products","0.46788110602976896","",""
"Products","0.8468425354138013","",""
"Products","1.045081211633007","",""
"Products","1.3246293194051242","",""
"Products","1.484470920478668","",""
"Products","1.6815797060578397","",""
"Products","1.8054018241739547","",""
"Products","1.9453127405406958","",""
"Products","2.040930507209859","",""
"Products","2.143245571370967","",""
"Products","2.2276176794480045","",""
"Products","2.3023936164199776","",""
"Products","2.3616272159037903","",""
"Products","2.405835753362998","",""
"Products","2.447821739066183","",""
"Products","2.480680881737511","",""
"Products","2.5111752224864845","",""
"Products","2.5355531589904747","",""
"Products","2.557757465462826","",""
"Products","2.575798524445214","",""
"Products","2.5919975329389278","",""
"Products","2.605323984196655","",""
"Products","2.61715947660754","",""
"Products","2.626989442898503","",""
"Products","2.635646786699022","",""
"Products","2.642889858400157","",""
"Products","2.649228108276608","",""
"Products","2.6545607020456248","",""
"Products","2.65920426990292","",""
"Products","0.24648976861199495","",""
"Products","0.30968952995251875","",""
"Products","0.5714493137002377","",""
"Products","0.7088277797759537","",""
"Products","0.9026956294327488","",""
"Products","1.013564044021802","",""
"Products","1.1502858593945837","",""
"Products","1.2361738924499115","",""
"Products","1.3332218692379076","",""
"Products","1.407350784744107","",""
"Products","1.4783207436730486","",""
"Products","1.5368447266202212","",""
"Products","1.5887124085189845","",""
"Products","1.6297992824574767","",""
"Products","1.6604641520828154","",""
"Products","1.6895873679066602","",""
"Products","1.7123798280043894","",""
"Products","1.7335319637031097","",""
"Products","1.7504415085013374","",""
"Products","1.7658433336290036","",""
"Products","1.7783573581454029","",""
"Products","1.7895936602732094","",""
"Products","1.7988374379205527","",""
"Products","1.8070470248598818","",""
"Products","1.8138654959529907","",""
"Products","1.8198705875982402","",""
"Products","1.8248946816345453","",""
"Products","1.8292911538384442","",""
"Products","1.8329900613818773","",""
"Products","1.8362110320613967","",""
"Products","0.6635225186023324","",""
"Products","0.8414048336669575","",""
"Products","1.5827028023726353","",""
"Products","1.9722752014014473","",""
"Products","2.522178441976644","",""
"Products","2.836667225476809","",""
"Products","3.2244933304287575","",""
"Products","3.4754301086338124","",""
"Products","3.7512746693452312","",""
"Products","3.976094965996864","",""
"Products","4.177408923307789","",""
"Products","4.343418524810715","",""
"Products","4.490546809130724","",""
"Products","4.6070941667405245","",""
"Products","4.6940783829560875","",""
"Products","4.776689531578804","",""
"Products","4.841342807508225","",""
"Products","4.901343126032954","",""
"Products","4.949308877031006","",""
"Products","4.992997818265345","",""
"Products","5.028495201021625","",""
"Products","5.060368186157081","",""
"Products","5.086589160299466","",""
"Products","5.1098765407480515","",""
"Products","5.12921787078041","",""
"Products","5.146251962118381","",""
"Products","5.160503347735897","",""
"Products","5.172974416207484","",""
"Products","5.183466767143609","",""
"Products","5.192603398521294","",""
"Products","0.40712741686334286","",""
"Products","0.5171213399634633","",""
"Products","0.9766359538427685","",""
"Products","1.2183183091170176","",""
"Products","1.5595404944001166","",""
"Products","1.75469515033122","",""
"Products","1.9953617971350646","",""
"Products","2.1536764349711612","",""
"Products","2.324853107771715","",""
"Products","2.4643664402515846","",""
"Products","2.5892928011944254","",""
"Products","2.692310871746924","",""
"Products","2.7836120485738443","",""
"Products","2.855936081684722","",""
"Products","2.909914562731403","",""
"Products","2.9611793152829975","",""
"Products","3.0013002220544283","",""
"Products","3.0385337133382246","",""
"Products","3.068299094849836","",""
"Products","3.095410481133171","",""
"Products","3.1174385557159545","",""
"Products","3.1372174926184395","",""
"Products","3.1534890464399545","",""
"Products","3.167940144338668","",""
"Products","3.179942501340824","",""
"Products","3.1905130900802545","",""
"Products","3.1993568571671434","",""
"Products","3.2070958397367963","",""
"Products","3.2136069194565766","",""
"Products","3.219276700769889","",""
"Products","0.3049690885261865","",""
"Products","0.38950564748928884","",""
"Products","0.7453652017458424","",""
"Products","0.9329344984139929","",""
"Products","1.1978973813502263","",""
"Products","1.3494547966222021","",""
"Products","1.5363611525947685","",""
"Products","1.6656946721775752","",""
"Products","1.7986344134065928","",""
"Products","1.906983688336328","",""
"Products","2.0040043860628862","",""
"Products","2.084010599590114","",""
"Products","2.1549172027906596","",""
"Products","2.2110857177664913","",""
"Products","2.253006653182461","",""
"Products","2.2928200443554068","",""
"Products","2.3239788674453417","",""
"Products","2.3528952569612085","",""
"Products","2.3760117398963634","",""
"Products","2.3970670688234472","",""
"Products","2.414174580446929","",""
"Products","2.4295353597872995","",""
"Products","2.4421722243978463","",""
"Products","2.4533952808817534","",""
"Products","2.46271658861348","",""
"Products","2.4709259520350195","",""
"Products","2.477794225867384","",""
"Products","2.4838044985204344","",""
"Products","2.4888611534527096","",""
"Products","2.4932644366064673","",""
"Products","0.7888647208347914","",""
"Products","1.0006002256324342","",""
"Products","1.8829499939616958","",""
"Products","2.3468031179084825","",""
"Products","3.001629093059531","",""
"Products","3.376130800438176","",""
"Products","3.8379660740435746","",""
"Products","4.137544875249533","",""
"Products","4.466029256400802","",""
"Products","4.73375234167828","",""
"Products","4.973483338676234","",""
"Products","5.171172797586477","",""
"Products","5.346377789681661","",""
"Products","5.485166051661742","",""
"Products","5.588749594316453","",""
"Products","5.687125550431412","",""
"Products","5.764116706486735","",""
"Products","5.835566974404318","",""
"Products","5.892686100501399","",""
"Products","5.944712266911541","",""
"Products","5.986983667641919","",""
"Products","6.024939021600964","",""
"Products","6.056163782962211","",""
"Products","6.083895128612723","",""
"Products","6.106927393218534","",""
